Linux 3.10.0-1160.76.1.el7.x86_64 (lt-uxcrowd.ru) 	05/07/2024 	_x86_64_	(6 CPU)

07:57:16 AM kbswpfree kbswpused  %swpused  kbswpcad   %swpcad
07:57:26 AM         0         0      0.00         0      0.00
07:57:36 AM         0         0      0.00         0      0.00
07:57:46 AM         0         0      0.00         0      0.00
07:57:56 AM         0         0      0.00         0      0.00
07:58:06 AM         0         0      0.00         0      0.00
07:58:16 AM         0         0      0.00         0      0.00
07:58:26 AM         0         0      0.00         0      0.00
07:58:36 AM         0         0      0.00         0      0.00
07:58:46 AM         0         0      0.00         0      0.00
07:58:56 AM         0         0      0.00         0      0.00
07:59:06 AM         0         0      0.00         0      0.00
07:59:16 AM         0         0      0.00         0      0.00
07:59:26 AM         0         0      0.00         0      0.00
07:59:36 AM         0         0      0.00         0      0.00
07:59:46 AM         0         0      0.00         0      0.00
07:59:56 AM         0         0      0.00         0      0.00
08:00:06 AM         0         0      0.00         0      0.00
08:00:16 AM         0         0      0.00         0      0.00
08:00:26 AM         0         0      0.00         0      0.00
08:00:36 AM         0         0      0.00         0      0.00
08:00:46 AM         0         0      0.00         0      0.00
08:00:56 AM         0         0      0.00         0      0.00
08:01:06 AM         0         0      0.00         0      0.00
08:01:16 AM         0         0      0.00         0      0.00
08:01:26 AM         0         0      0.00         0      0.00
08:01:36 AM         0         0      0.00         0      0.00
08:01:46 AM         0         0      0.00         0      0.00
08:01:56 AM         0         0      0.00         0      0.00
08:02:06 AM         0         0      0.00         0      0.00
08:02:16 AM         0         0      0.00         0      0.00
08:02:26 AM         0         0      0.00         0      0.00
08:02:36 AM         0         0      0.00         0      0.00
08:02:46 AM         0         0      0.00         0      0.00
08:02:56 AM         0         0      0.00         0      0.00
08:03:06 AM         0         0      0.00         0      0.00
08:03:16 AM         0         0      0.00         0      0.00
08:03:26 AM         0         0      0.00         0      0.00
08:03:36 AM         0         0      0.00         0      0.00
08:03:46 AM         0         0      0.00         0      0.00
08:03:56 AM         0         0      0.00         0      0.00
08:04:06 AM         0         0      0.00         0      0.00
08:04:16 AM         0         0      0.00         0      0.00
08:04:26 AM         0         0      0.00         0      0.00
08:04:36 AM         0         0      0.00         0      0.00
08:04:46 AM         0         0      0.00         0      0.00
08:04:56 AM         0         0      0.00         0      0.00
08:05:06 AM         0         0      0.00         0      0.00
08:05:16 AM         0         0      0.00         0      0.00
08:05:26 AM         0         0      0.00         0      0.00
08:05:36 AM         0         0      0.00         0      0.00
08:05:46 AM         0         0      0.00         0      0.00
08:05:56 AM         0         0      0.00         0      0.00
08:06:06 AM         0         0      0.00         0      0.00
08:06:16 AM         0         0      0.00         0      0.00
08:06:26 AM         0         0      0.00         0      0.00
08:06:36 AM         0         0      0.00         0      0.00
